Action,org:resource,concept:name,EventOrigin,EventID,lifecycle:transition,time:timestamp,case:LoanGoal,case:ApplicationType,case:concept:name,case:RequestedAmount,FirstWithdrawalAmount,NumberOfTerms,Accepted,MonthlyCost,Selected,CreditScore,OfferedAmount,OfferID,next_state,predicted_time
Created,User_17,W_Complete application,Workflow,Workitem_30082251,schedule,2016-01-02 09:06:04.208000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Created,2016-01-02 09:10:56.778000+00:00
Obtained,User_17,W_Complete application,Workflow,Workitem_353014927,start,2016-01-02 09:06:04.209000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Sent (mail and online),2016-01-02 13:50:02.179000+00:00
statechange,User_17,A_Concept,Application,ApplState_694592100,complete,2016-01-02 09:06:04.213000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,A_Complete,2016-01-04 04:59:27.343000+00:00
Released,User_17,W_Complete application,Workflow,Workitem_399410514,suspend,2016-01-02 09:06:08.626000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Create Offer,2016-01-03 14:45:08.366000+00:00
Obtained,User_17,W_Complete application,Workflow,Workitem_1280215728,resume,2016-01-02 15:49:57.988000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Created,2016-01-03 01:34:04.638000+00:00
Released,User_17,W_Complete application,Workflow,Workitem_829291310,suspend,2016-01-02 15:50:02.286000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Sent (mail and online),2016-01-03 08:51:18.166000+00:00
Obtained,User_89,W_Complete application,Workflow,Workitem_2119509708,resume,2016-01-04 08:34:54.227000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,A_Validating,2016-01-05 01:15:27.747000+00:00
Released,User_89,W_Complete application,Workflow,Workitem_529926898,suspend,2016-01-04 08:35:09.460000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-04 16:32:07.690000+00:00
Obtained,User_15,W_Complete application,Workflow,Workitem_1039094891,resume,2016-01-04 08:45:45.118000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-04 16:53:16.248000+00:00
Released,User_15,W_Complete application,Workflow,Workitem_1806458378,suspend,2016-01-04 08:46:05.403000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,A_Validating,2016-01-04 17:53:55.263000+00:00
Obtained,User_16,W_Complete application,Workflow,Workitem_88124876,resume,2016-01-04 08:46:37.573000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,A_Validating,2016-01-04 15:11:48.393000+00:00
Released,User_16,W_Complete application,Workflow,Workitem_302948090,suspend,2016-01-04 08:48:03.216000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-04 16:18:01.136000+00:00
Obtained,User_19,W_Complete application,Workflow,Workitem_40446954,resume,2016-01-04 16:55:01.671000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-04 23:30:07.301000+00:00
statechange,User_19,A_Accepted,Application,ApplState_954927792,complete,2016-01-04 17:15:59.130000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-04 23:49:19.150000+00:00
Created,User_19,O_Create Offer,Offer,Offer_1319158006,complete,2016-01-04 17:19:15.892000+00:00,Car,New credit,Application_1746793196,5000.0,3726.0,96.0,False,198.65,False,0.0,15700.0,,A_Validating,2016-01-04 22:47:17.892000+00:00
statechange,User_19,O_Created,Offer,OfferState_133034254,complete,2016-01-04 17:19:17.295000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,Offer_1319158006,O_Cancelled,2016-01-04 22:01:48.055000+00:00
statechange,User_19,O_Sent (mail and online),Offer,OfferState_644503319,complete,2016-01-04 17:23:02.522000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,Offer_1319158006,O_Cancelled,2016-01-04 22:36:03.482000+00:00
Deleted,User_19,W_Complete application,Workflow,Workitem_1167420013,complete,2016-01-04 17:23:02.547000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-04 22:58:48.177000+00:00
Created,User_19,W_Call after offers,Workflow,Workitem_371124433,schedule,2016-01-04 17:23:02.558000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-04 21:14:34.378000+00:00
Obtained,User_19,W_Call after offers,Workflow,Workitem_448873828,start,2016-01-04 17:23:02.562000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-04 20:58:03.032000+00:00
statechange,User_19,A_Complete,Application,ApplState_1386029472,complete,2016-01-04 17:23:02.565000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-04 21:23:37.125000+00:00
Released,User_19,W_Call after offers,Workflow,Workitem_1451652905,suspend,2016-01-04 17:23:36.674000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-04 21:59:15.954000+00:00
Obtained,User_15,W_Call after offers,Workflow,Workitem_2046202467,resume,2016-01-08 09:15:54.597000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Create Offer,2016-01-08 12:47:23.157000+00:00
Released,User_15,W_Call after offers,Workflow,Workitem_1882602741,suspend,2016-01-08 09:16:31.351000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Created,2016-01-08 13:35:20.371000+00:00
Created,User_12,O_Create Offer,Offer,Offer_774210695,complete,2016-01-09 09:48:22.412000+00:00,Car,New credit,Application_1746793196,5000.0,3726.0,72.0,False,252.73,True,834.0,15700.0,,O_Sent (online only),2016-01-09 13:50:16.162000+00:00
statechange,User_12,O_Created,Offer,OfferState_277936825,complete,2016-01-09 09:48:23.790000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,Offer_774210695,O_Returned,2016-01-09 11:35:37.990000+00:00
statechange,User_12,O_Sent (mail and online),Offer,OfferState_307874946,complete,2016-01-09 09:48:33.917000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,Offer_774210695,A_Validating,2016-01-09 12:31:18.887000+00:00
Obtained,User_3,W_Call after offers,Workflow,Workitem_2121169886,resume,2016-01-25 08:53:44.892000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Accepted,2016-01-25 10:50:37.452000+00:00
Released,User_3,W_Call after offers,Workflow,Workitem_1381149221,suspend,2016-01-25 08:54:09.762000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,A_Pending,2016-01-25 11:17:00.862000+00:00
Deleted,User_119,W_Call after offers,Workflow,Workitem_1426323480,ate_abort,2016-01-25 13:37:28.527000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-25 16:11:24.257000+00:00
Created,User_119,W_Validate application,Workflow,Workitem_1203534533,schedule,2016-01-25 13:37:28.556000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-25 20:13:15.376000+00:00
Obtained,User_119,W_Validate application,Workflow,Workitem_1131827355,start,2016-01-25 13:37:28.559000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-25 15:56:08.149000+00:00
statechange,User_119,A_Validating,Application,ApplState_1497466516,complete,2016-01-25 13:37:29.552000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-25 13:49:55.852000+00:00
statechange,User_119,O_Returned,Offer,OfferState_229951725,complete,2016-01-25 13:37:59.579000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,Offer_774210695,O_Cancelled,2016-01-25 15:58:45.959000+00:00
Released,User_119,W_Validate application,Workflow,Workitem_769670481,suspend,2016-01-25 13:40:58.174000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-25 21:48:25.594000+00:00
Obtained,User_68,W_Validate application,Workflow,Workitem_760199218,resume,2016-01-25 14:13:56.207000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-25 20:02:00.147000+00:00
Released,User_68,W_Validate application,Workflow,Workitem_2086263072,suspend,2016-01-25 14:14:02.906000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-25 14:37:33.456000+00:00
Obtained,User_102,W_Validate application,Workflow,Workitem_1238557334,resume,2016-01-25 16:26:05.784000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-25 17:13:14.674000+00:00
Released,User_102,W_Validate application,Workflow,Workitem_192185933,suspend,2016-01-25 16:27:54.954000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-25 18:10:25.734000+00:00
Obtained,User_102,W_Validate application,Workflow,Workitem_2023305999,resume,2016-01-25 16:30:13.400000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-25 18:36:36.930000+00:00
Released,User_102,W_Validate application,Workflow,Workitem_875106545,suspend,2016-01-25 16:31:18.101000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-25 16:34:59.111000+00:00
Deleted,User_114,W_Validate application,Workflow,Workitem_500639986,ate_abort,2016-01-26 08:42:09.987000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-26 10:21:07.037000+00:00
Created,User_114,W_Call incomplete files,Workflow,Workitem_310983702,schedule,2016-01-26 08:42:09.993000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-26 08:42:10.003000+00:00
Obtained,User_114,W_Call incomplete files,Workflow,Workitem_1935741063,start,2016-01-26 08:42:09.995000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-26 08:42:10.015000+00:00
statechange,User_114,A_Incomplete,Application,ApplState_413924701,complete,2016-01-26 08:42:09.997000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-26 08:42:10.007000+00:00
Released,User_114,W_Call incomplete files,Workflow,Workitem_1586046413,suspend,2016-01-26 08:42:14.659000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-26 08:42:14.669000+00:00
Obtained,User_2,W_Call incomplete files,Workflow,Workitem_669459464,resume,2016-01-27 08:31:56.254000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-27 08:31:56.264000+00:00
Released,User_2,W_Call incomplete files,Workflow,Workitem_522163358,suspend,2016-01-27 08:32:44.459000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-27 08:32:44.469000+00:00
Deleted,User_118,W_Call incomplete files,Workflow,Workitem_344037619,ate_abort,2016-01-27 10:57:57.371000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-27 10:57:57.381000+00:00
Created,User_118,W_Validate application,Workflow,Workitem_119779693,schedule,2016-01-27 10:57:57.377000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-27 10:57:57.387000+00:00
Obtained,User_118,W_Validate application,Workflow,Workitem_137060426,start,2016-01-27 10:57:57.379000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-27 10:57:57.389000+00:00
statechange,User_118,A_Validating,Application,ApplState_1925923775,complete,2016-01-27 10:57:57.455000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-27 10:57:57.465000+00:00
Released,User_118,W_Validate application,Workflow,Workitem_142893149,suspend,2016-01-27 10:59:54.025000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-27 10:59:54.035000+00:00
Obtained,User_95,W_Validate application,Workflow,Workitem_576279767,resume,2016-01-27 13:29:52.530000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-27 13:29:52.540000+00:00
Released,User_95,W_Validate application,Workflow,Workitem_843383156,suspend,2016-01-27 13:32:34.650000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-27 13:32:34.660000+00:00
Obtained,User_30,W_Validate application,Workflow,Workitem_1945604184,resume,2016-01-28 06:39:38.140000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-28 06:39:38.150000+00:00
Released,User_30,W_Validate application,Workflow,Workitem_477322561,suspend,2016-01-28 06:39:56.642000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-28 06:39:56.652000+00:00
Obtained,User_95,W_Validate application,Workflow,Workitem_494327782,resume,2016-01-28 08:41:06.570000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-28 08:41:06.580000+00:00
Released,User_95,W_Validate application,Workflow,Workitem_27349165,suspend,2016-01-28 08:45:21.606000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-28 08:45:21.616000+00:00
Obtained,User_95,W_Validate application,Workflow,Workitem_1507375101,resume,2016-01-28 08:56:22.353000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-28 08:56:22.363000+00:00
Deleted,User_95,W_Validate application,Workflow,Workitem_337672531,complete,2016-01-28 09:18:39.340000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-28 09:18:39.350000+00:00
Created,User_95,W_Call incomplete files,Workflow,Workitem_879839781,schedule,2016-01-28 09:18:39.346000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-28 09:18:39.356000+00:00
Obtained,User_95,W_Call incomplete files,Workflow,Workitem_1372798638,start,2016-01-28 09:18:39.348000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-28 09:18:39.358000+00:00
statechange,User_95,A_Incomplete,Application,ApplState_1073225954,complete,2016-01-28 09:18:39.350000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-28 09:18:39.360000+00:00
Released,User_95,W_Call incomplete files,Workflow,Workitem_1155180230,suspend,2016-01-28 09:18:54.247000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-28 09:18:54.257000+00:00
Obtained,User_2,W_Call incomplete files,Workflow,Workitem_1914817191,resume,2016-01-28 09:20:13.461000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-28 09:20:13.471000+00:00
Released,User_2,W_Call incomplete files,Workflow,Workitem_1835092443,suspend,2016-01-28 09:28:49.766000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-28 09:28:49.776000+00:00
Obtained,User_2,W_Call incomplete files,Workflow,Workitem_105555236,resume,2016-01-28 09:32:19.323000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-28 09:32:19.333000+00:00
Released,User_2,W_Call incomplete files,Workflow,Workitem_999527558,suspend,2016-01-28 09:35:13.144000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-28 09:35:13.154000+00:00
Deleted,User_116,W_Call incomplete files,Workflow,Workitem_230544248,ate_abort,2016-01-28 11:56:13.858000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-28 11:56:13.868000+00:00
Created,User_116,W_Validate application,Workflow,Workitem_509266647,schedule,2016-01-28 11:56:13.865000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-28 11:56:13.875000+00:00
Obtained,User_116,W_Validate application,Workflow,Workitem_320505088,start,2016-01-28 11:56:13.868000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-28 11:56:13.878000+00:00
statechange,User_116,A_Validating,Application,ApplState_620620025,complete,2016-01-28 11:56:13.933000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-28 11:56:13.943000+00:00
Released,User_116,W_Validate application,Workflow,Workitem_1133578080,suspend,2016-01-28 11:57:12.108000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-28 11:57:12.118000+00:00
Obtained,User_95,W_Validate application,Workflow,Workitem_1912747535,resume,2016-01-28 12:16:30.142000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-28 12:16:30.152000+00:00
statechange,User_95,O_Accepted,Offer,OfferState_379863070,complete,2016-01-28 12:18:51.289000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,Offer_774210695,O_Cancelled,2016-01-28 12:18:51.299000+00:00
statechange,User_95,A_Pending,Application,ApplState_1840619616,complete,2016-01-28 12:18:51.292000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-28 12:18:51.302000+00:00
Deleted,User_95,W_Validate application,Workflow,Workitem_871836313,complete,2016-01-28 12:18:51.295000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,O_Cancelled,2016-01-28 12:18:51.305000+00:00
statechange,User_95,O_Cancelled,Offer,OfferState_256378072,complete,2016-01-28 12:18:51.306000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,Offer_1319158006,O_Cancelled,2016-01-28 12:18:51.316000+00:00
Created,User_1,A_Create Application,Application,Application_828200680,complete,2016-01-01 13:00:04.360000+00:00,Home improvement,New credit,Application_828200680,35000.0,,,,,,,,,A_Submitted,2016-01-01 13:00:04.480000+00:00
statechange,User_1,A_Submitted,Application,ApplState_420123528,complete,2016-01-01 13:00:04.398000+00:00,Home improvement,New credit,Application_828200680,35000.0,,,,,,,,,A_Concept,2016-01-01 13:41:33.598000+00:00
Created,User_1,W_Handle leads,Workflow,Workitem_1645277487,schedule,2016-01-01 13:00:04.737000+00:00,Home improvement,New credit,Application_828200680,35000.0,,,,,,,,,W_Complete application,2016-01-01 20:16:32.037000+00:00
Deleted,User_1,W_Handle leads,Workflow,Workitem_1902399339,withdraw,2016-01-01 13:01:44.651000+00:00,Home improvement,New credit,Application_828200680,35000.0,,,,,,,,,A_Accepted,2016-01-01 14:28:44.901000+00:00
Created,User_1,W_Complete application,Workflow,Workitem_1933317539,schedule,2016-01-01 13:01:44.661000+00:00,Home improvement,New credit,Application_828200680,35000.0,,,,,,,,,O_Create Offer,2016-01-01 13:10:08.891000+00:00
statechange,User_1,A_Concept,Application,ApplState_281446729,complete,2016-01-01 13:01:44.671000+00:00,Home improvement,New credit,Application_828200680,35000.0,,,,,,,,,O_Created,2016-01-01 13:06:37.241000+00:00
